split,q0,q1,q2,q3,y
train,52,54,191,165,1
train,167,150,93,214,0
train,195,197,49,215,0
train,127,138,54,202,1
train,222,210,25,163,0
train,200,227,12,97,0
train,167,123,115,197,0
train,198,200,38,200,0
train,165,191,61,156,0
train,82,43,166,197,1
train,47,166,64,176,1
train,120,160,38,150,1
train,197,228,13,100,0
train,196,147,73,249,0
train,216,153,55,241,0
train,70,63,186,181,1
train,212,155,69,223,0
train,106,231,26,64,0
train,187,83,131,217,0
train,215,100,87,217,0
train,108,243,60,41,0
train,175,146,77,213,0
train,162,175,82,221,0
train,117,100,103,239,1
train,81,117,73,207,1
train,136,90,108,180,0
train,16,216,56,117,1
train,139,168,13,156,1
train,194,160,70,213,0
train,147,127,137,187,0
train,193,161,69,217,0
train,96,237,88,130,0
train,168,206,53,160,0
train,242,161,43,238,0
train,96,159,50,147,1
train,106,231,26,64,0
train,120,162,38,136,1
train,99,164,33,151,1
train,134,140,51,204,1
train,114,163,25,134,1
train,122,190,73,176,0
train,94,148,59,177,1
train,132,209,70,124,0
train,111,161,45,165,1
train,78,78,123,214,1
train,193,143,77,235,0
train,93,41,164,200,1
train,86,86,131,202,1
train,195,145,72,243,0
train,170,176,3,139,1
train,182,194,50,190,0
train,135,123,70,225,1
train,179,231,20,108,0
train,179,92,104,208,0
train,221,208,32,186,0
train,165,191,61,155,0
train,104,148,141,222,0
train,116,149,42,176,1
train,175,72,146,208,0
train,165,211,58,150,0
train,172,168,65,194,0
train,76,41,165,189,1
train,104,112,57,199,1
train,177,222,19,171,0
train,63,69,174,200,1
train,79,170,53,117,1
train,156,217,34,188,0
train,154,151,22,205,1
train,88,249,61,19,0
train,82,116,75,211,1
train,85,44,157,192,1
train,137,145,42,190,1
train,201,161,68,218,0
train,194,197,45,194,0
train,74,150,66,193,1
train,56,3,252,124,1
train,183,191,57,190,0
train,207,143,66,226,0
train,73,69,174,182,1
train,178,210,55,162,0
train,184,217,18,171,0
train,136,134,55,207,1
train,104,39,162,195,1
train,79,164,48,129,1
train,109,236,81,69,0
train,169,125,114,187,0
train,29,211,61,84,1
train,136,139,66,193,0
train,157,166,14,170,1
train,91,237,84,122,0
train,200,230,16,103,0
train,98,132,47,191,1
train,227,164,43,231,0
train,211,228,7,114,0
train,128,136,54,200,1
train,87,153,53,164,1
train,105,114,56,201,1
train,165,83,153,169,0
train,201,107,79,206,0
train,35,196,58,48,1
train,94,65,119,200,1
train,78,150,132,194,0
train,97,70,151,211,1
train,233,232,5,100,0
train,92,169,49,175,1
train,203,107,85,212,0
train,167,150,25,204,1
train,26,211,60,84,1
train,153,217,41,161,0
train,72,67,176,179,1
train,152,170,5,108,1
train,181,160,60,217,0
train,206,99,98,229,0
train,201,194,31,180,0
train,118,83,108,239,1
train,44,78,179,196,1
train,60,53,171,213,1
train,49,180,51,73,1
train,84,250,89,114,0
train,124,220,52,154,0
train,206,216,25,189,0
train,154,143,32,213,1
train,184,204,47,182,0
train,145,166,18,170,1
train,149,144,29,206,1
train,76,59,188,183,1
train,106,160,31,159,1
train,134,138,37,214,1
train,160,173,4,140,1
train,148,143,33,218,1
train,97,247,92,87,0
train,56,53,195,169,1
train,49,8,230,164,1
train,220,156,56,242,0
train,16,209,65,126,1
train,147,96,109,196,0
train,150,171,95,224,0
train,47,77,178,191,1
train,169,113,86,202,0
train,59,9,230,173,1
train,92,168,37,111,1
train,121,119,136,194,0
train,79,137,85,209,1
train,92,119,71,212,1
train,160,217,44,171,0
train,115,134,58,195,1
train,110,154,30,173,1
train,115,242,54,36,0
train,141,168,13,154,1
train,135,201,55,175,0
train,119,146,42,177,1
train,157,167,94,215,0
train,215,104,87,232,0
train,194,193,39,203,0
train,37,77,182,194,1
train,85,254,90,66,0
train,153,175,43,162,0
train,146,165,9,116,1
train,151,213,35,182,0
train,93,164,43,142,1
train,222,215,26,173,0
train,108,120,83,222,1
train,203,137,73,242,0
train,104,134,68,241,1
train,186,104,82,209,0
train,191,88,102,198,0
train,136,164,9,108,1
train,168,142,108,233,0
train,105,147,136,228,0
train,171,89,98,189,0
train,166,66,147,198,0
train,110,223,68,77,0
train,67,8,201,139,1
train,122,161,38,151,1
train,129,202,67,185,0
train,202,141,67,220,0
train,103,245,57,34,0
train,63,135,66,196,1
train,89,165,45,140,1
train,123,160,18,131,1
train,56,9,230,181,1
train,132,219,48,146,0
train,103,247,63,37,0
train,226,234,13,102,0
train,60,157,67,196,1
train,81,230,43,73,0
train,86,132,79,231,1
train,185,108,84,211,0
train,111,71,119,223,1
train,184,219,26,179,0
train,206,202,37,183,0
train,207,198,44,222,0
train,37,205,57,25,1
train,197,203,33,176,0
train,45,166,65,181,1
train,141,163,105,219,0
train,92,143,53,177,1
train,210,86,95,203,0
train,190,199,47,209,0
train,133,208,61,113,0
train,147,202,72,145,0
train,138,126,139,212,0
train,197,187,39,198,0
train,143,240,43,107,0
train,94,73,120,215,1
train,179,237,22,101,0
train,175,196,49,182,0
train,177,166,66,223,0
train,129,226,60,165,0
train,102,69,121,201,1
train,140,232,41,104,0
train,42,73,183,178,1
train,102,133,134,191,0
train,164,156,85,212,0
train,158,209,57,152,0
train,179,162,62,217,0
train,85,167,43,135,1
train,132,135,53,227,1
train,181,238,19,99,0
train,176,205,53,140,0
train,147,213,43,169,0
train,98,164,33,151,1
train,63,171,54,111,1
train,118,72,111,230,1
train,129,117,151,222,0
train,136,90,108,180,0
train,63,75,169,184,1
train,93,160,33,147,1
train,84,130,73,193,1
train,82,67,157,254,1
train,97,54,136,175,1
train,53,159,66,186,1
train,174,194,49,187,0
train,94,240,79,122,0
train,140,132,72,190,0
train,144,196,46,178,0
train,88,164,33,145,1
train,47,203,55,42,1
train,97,247,87,124,0
train,193,217,23,182,0
train,220,206,32,183,0
train,61,51,194,181,1
train,82,78,125,219,1
train,162,179,81,218,0
train,130,167,10,99,1
train,117,101,100,232,1
train,141,171,6,97,1
train,127,217,68,103,0
train,140,166,14,161,1
train,170,172,5,153,1
train,107,70,111,203,1
train,206,128,61,210,0
train,179,198,54,214,0
train,98,87,126,213,1
train,63,73,171,176,1
train,109,150,134,220,0
train,102,111,76,225,1
train,143,96,76,241,1
train,140,132,72,190,0
train,188,188,56,196,0
train,95,40,143,180,1
train,158,194,56,146,0
train,184,187,61,176,0
train,132,168,9,99,1
train,170,204,43,125,0
train,180,220,22,180,0
train,133,195,80,183,0
train,224,215,21,167,0
train,179,187,66,168,0
train,202,96,90,204,0
train,124,211,24,143,0
train,58,171,55,152,1
train,97,166,45,147,1
train,152,172,6,141,1
train,154,164,61,201,0
train,171,210,55,126,0
train,162,86,148,154,0
train,132,164,20,136,1
train,56,168,51,108,1
train,229,224,4,110,0
train,109,63,124,212,1
train,146,196,64,193,0
train,211,237,8,98,0
train,142,155,112,217,0
train,201,103,86,208,0
train,140,130,60,214,1
train,204,206,35,176,0
train,154,90,147,162,0
train,177,90,124,205,0
train,205,104,84,221,0
train,122,136,54,195,1
train,234,208,29,181,0
train,64,52,194,173,1
train,193,193,37,195,0
train,115,225,16,25,0
train,88,65,140,218,1
train,207,101,86,209,0
train,2,219,60,95,1
train,90,148,59,164,1
train,215,206,37,195,0
train,203,142,66,227,0
train,178,86,128,204,0
train,139,186,78,192,0
train,167,152,82,202,0
train,151,141,118,190,0
train,90,132,79,236,1
train,73,138,88,198,1
train,79,242,86,71,0
train,177,198,51,213,0
train,197,161,67,211,0
train,98,159,34,158,1
train,140,99,77,230,1
train,94,49,159,226,1
train,219,211,26,168,0
train,99,112,75,220,1
train,91,144,52,184,1
train,174,195,50,209,0
train,159,155,94,208,0
train,185,100,86,190,0
train,112,133,126,168,0
train,193,95,102,212,0
train,153,174,5,134,1
train,103,123,84,213,1
train,127,199,68,188,0
train,182,229,23,129,0
train,149,156,86,199,0
train,95,208,40,160,0
train,81,134,78,227,1
train,144,220,32,170,0
train,68,129,81,218,1
train,95,67,116,196,1
train,133,223,57,159,0
train,113,89,82,216,1
train,117,106,99,227,1
train,158,221,33,186,0
train,220,135,60,212,0
train,110,140,39,192,1
train,149,213,43,164,0
train,169,182,38,176,0
train,186,108,83,211,0
train,106,109,108,215,1
train,114,161,44,169,1
train,181,220,21,179,0
train,136,139,66,193,0
train,130,200,36,129,0
train,139,101,92,180,0
train,183,137,108,198,0
train,191,141,75,213,0
train,80,67,141,218,1
train,98,143,155,226,0
train,72,49,173,227,1
train,109,151,141,228,0
train,192,164,68,209,0
train,192,216,25,190,0
train,128,192,70,177,0
train,94,245,86,126,0
train,182,93,98,196,0
train,92,118,71,214,1
train,201,86,95,191,0
train,126,206,71,117,0
train,113,163,38,133,1
train,129,131,57,233,1
train,150,139,124,190,0
train,7,198,66,23,1
train,29,220,54,61,1
train,102,151,137,225,0
train,84,61,134,188,1
train,218,200,36,195,0
train,140,221,48,159,0
train,165,218,32,186,0
train,199,101,87,205,0
train,70,159,62,183,1
train,59,55,170,219,1
train,133,151,22,189,1
train,184,154,73,203,0
train,105,135,66,246,1
train,32,204,58,27,1
train,104,155,53,168,1
train,137,196,54,190,0
train,213,163,35,211,0
train,102,237,89,106,0
train,179,163,62,217,0
train,181,223,22,178,0
train,100,129,76,249,1
train,174,88,123,209,0
train,134,153,21,188,1
train,113,160,24,175,1
train,190,201,44,209,0
train,88,243,87,126,0
train,101,72,117,218,1
train,132,122,69,215,1
train,206,203,31,175,0
train,125,131,112,207,0
train,134,127,54,232,1
train,220,185,31,191,0
train,95,124,86,206,1
train,81,230,43,73,0
train,168,196,63,151,0
train,117,128,54,215,1
train,53,201,57,51,1
train,130,216,73,109,0
train,179,190,53,187,0
train,103,51,155,227,1
train,110,72,117,223,1
train,164,206,60,129,0
train,181,153,78,213,0
train,88,132,89,215,1
train,104,253,66,24,0
train,150,209,70,136,0
train,65,12,225,186,1
train,67,165,50,120,1
train,97,159,30,150,1
train,160,173,8,147,1
train,164,207,55,133,0
train,208,207,28,178,0
train,120,160,18,130,1
train,103,119,81,214,1
train,74,69,153,247,1
train,144,189,71,188,0
train,148,214,40,154,0
train,195,215,22,175,0
train,152,171,7,110,1
train,139,191,77,193,0
train,223,164,44,230,0
train,127,70,150,167,0
train,142,182,70,193,0
train,96,72,120,208,1
train,203,111,85,231,0
train,101,237,86,134,0
train,101,70,121,224,1
train,206,97,100,242,0
train,112,152,33,175,1
train,221,213,30,173,0
train,133,220,17,65,0
train,225,166,44,228,0
train,152,153,23,207,1
train,168,198,56,215,0
train,139,139,45,213,1
train,99,119,80,216,1
train,139,135,49,226,1
train,130,197,70,181,0
train,205,106,81,220,0
train,69,133,64,196,1
train,49,191,64,73,1
train,148,226,43,161,0
train,90,66,120,192,1
train,140,142,33,203,1
train,168,67,151,189,0
train,149,168,12,157,1
train,99,130,74,204,1
train,139,170,5,100,1
train,62,1,251,141,1
train,115,61,129,212,1
train,157,206,27,179,0
train,183,237,21,105,0
train,91,145,51,173,1
train,204,135,68,232,0
train,68,128,87,216,1
train,116,78,100,228,1
train,124,163,19,128,1
train,94,135,72,195,1
train,199,80,100,174,0
train,75,53,171,231,1
train,127,115,150,212,0
train,99,67,136,235,1
train,56,189,64,86,1
train,203,230,15,107,0
train,198,95,95,203,0
train,73,32,157,148,1
train,152,217,34,186,0
train,166,150,87,215,0
train,67,0,255,155,1
train,95,166,38,112,1
train,237,184,32,202,0
train,175,161,60,202,0
train,199,209,30,159,0
train,88,164,48,135,1
train,116,90,82,215,1
train,68,132,91,193,1
train,213,98,90,210,0
train,215,107,89,232,0
train,154,163,106,222,0
train,63,1,251,144,1
train,81,67,126,189,1
train,146,178,5,70,1
train,128,169,8,102,1
train,117,215,78,100,0
train,156,213,35,157,0
train,87,168,50,174,1
train,165,207,56,130,0
train,146,222,49,151,0
train,87,63,146,225,1
train,228,169,39,229,0
train,104,114,86,218,1
train,96,69,120,217,1
train,21,206,64,134,1
train,93,245,87,79,0
train,182,199,49,215,0
train,171,132,110,197,0
train,89,112,77,214,1
train,189,90,100,200,0
train,193,224,14,118,0
train,170,146,71,224,0
train,255,183,30,217,0
train,181,237,24,109,0
train,34,202,59,30,1
train,173,227,25,136,0
train,146,154,24,201,1
train,227,134,59,231,0
train,197,174,64,212,0
train,0,221,61,92,1
train,126,221,17,41,0
train,71,131,69,205,1
train,139,142,102,179,0
train,207,135,69,227,0
train,203,136,83,255,0
train,79,31,157,157,1
train,143,151,24,199,1
train,162,122,75,197,0
train,184,143,65,225,0
train,162,71,148,182,0
train,229,230,13,115,0
train,88,130,73,236,1
train,200,192,36,203,0
train,196,201,44,209,0
train,134,222,18,55,0
train,143,162,90,202,0
train,143,149,23,200,1
train,235,189,32,198,0
train,111,159,45,166,1
train,58,169,55,113,1
train,87,243,78,76,0
train,196,162,66,217,0
train,236,186,32,202,0
train,147,169,4,105,1
train,88,43,161,183,1
train,134,147,42,190,1
train,232,233,10,100,0
train,176,161,49,201,0
train,107,149,42,170,1
train,96,46,157,201,1
train,220,139,67,232,0
train,210,226,15,128,0
train,154,173,82,211,0
train,47,7,246,131,1
train,82,122,101,222,1
train,126,221,17,41,0
train,176,158,81,208,0
train,102,31,167,192,1
train,109,76,108,220,1
train,209,86,96,190,0
train,214,202,22,168,0
train,96,49,142,188,1
train,200,230,14,95,0
train,158,209,61,151,0
train,96,67,132,231,1
train,66,158,60,179,1
train,133,139,52,204,1
train,91,128,77,245,1
train,126,210,79,111,0
train,64,170,57,153,1
train,57,158,67,185,1
train,199,159,65,212,0
train,112,223,77,88,0
train,96,247,81,78,0
train,115,166,20,122,1
train,104,86,129,212,1
train,202,234,17,101,0
train,189,192,59,169,0
train,84,89,129,202,1
train,113,111,57,206,1
train,84,240,79,121,0
train,199,227,15,119,0
train,130,165,9,102,1
train,206,165,42,218,0
train,203,240,15,100,0
train,120,141,40,190,1
train,80,250,66,0,0
train,162,179,2,126,1
train,221,202,22,176,0
train,162,168,14,163,1
train,95,69,111,203,1
train,96,45,160,201,1
train,167,140,109,237,0
train,189,196,51,224,0
train,72,137,87,202,1
train,108,145,143,218,0
train,134,89,81,238,1
train,80,132,65,205,1
train,181,198,46,205,0
train,160,164,90,206,0
train,198,97,102,235,0
train,164,192,69,155,0
train,116,67,122,218,1
train,58,9,199,129,1
train,136,139,66,193,0
train,76,172,53,108,1
train,84,62,133,189,1
train,106,237,79,101,0
train,159,141,33,223,1
train,119,163,22,137,1
train,107,116,86,216,1
train,106,231,82,70,0
train,204,167,66,213,0
train,103,164,36,122,1
train,59,7,244,149,1
train,159,154,24,201,1
train,215,206,31,174,0
train,198,225,15,124,0
train,191,83,99,176,0
train,199,95,102,226,0
train,85,148,48,168,1
train,225,212,22,166,0
train,194,226,17,122,0
train,163,191,67,217,0
train,148,141,32,214,1
train,100,143,54,189,1
train,130,139,51,222,1
train,77,176,52,102,1
train,161,90,148,160,0
train,165,137,109,229,0
train,153,157,80,199,0
train,90,134,47,183,1
train,203,141,71,244,0
train,218,229,11,100,0
train,151,146,116,193,0
train,93,69,111,194,1
train,167,130,115,229,0
train,139,101,92,180,0
train,151,167,79,193,0
train,64,135,65,196,1
train,123,79,111,240,1
train,78,46,158,180,1
train,120,130,53,213,1
train,136,177,81,199,0
train,195,223,14,109,0
train,173,233,25,127,0
train,124,156,26,188,1
train,188,216,26,185,0
train,159,87,145,167,0
train,148,207,55,140,0
train,208,241,13,100,0
train,123,212,37,124,0
train,86,252,66,23,0
train,227,183,26,191,0
train,149,66,149,173,0
train,146,165,14,164,1
train,140,230,39,99,0
train,69,171,53,160,1
train,166,222,19,159,0
train,125,151,31,184,1
train,191,227,16,115,0
train,162,131,115,234,0
train,170,76,143,183,0
train,121,155,25,179,1
train,100,40,161,205,1
train,199,202,40,181,0
train,113,164,18,125,1
train,21,221,55,60,1
train,157,151,24,201,1
train,207,224,4,79,0
train,217,153,60,243,0
train,61,8,201,140,1
train,116,79,103,225,1
train,202,230,16,108,0
train,127,121,48,217,1
train,187,93,108,227,0
train,138,167,10,113,1
train,148,165,14,163,1
train,53,166,53,111,1
train,99,165,39,119,1
train,167,150,26,209,1
train,125,164,19,130,1
train,193,90,97,207,0
train,67,126,86,221,1
train,198,140,69,228,0
train,190,150,81,218,0
train,104,119,83,203,1
train,82,132,72,228,1
train,137,199,70,187,0
train,115,225,16,25,0
train,102,134,45,192,1
train,34,210,59,96,1
train,69,10,229,200,1
train,129,147,43,185,1
train,160,208,48,119,0
train,210,103,91,234,0
train,208,144,65,226,0
train,194,163,61,200,0
train,225,171,36,213,0
train,135,134,39,215,1
train,87,126,80,193,1
train,215,86,96,198,0
train,200,238,14,84,0
train,77,69,173,193,1
train,158,169,4,114,1
train,120,132,56,228,1
train,51,215,93,182,0
train,140,132,72,190,0
train,141,169,9,107,1
train,87,163,47,139,1
train,80,148,67,201,1
train,176,154,88,222,0
train,103,220,77,82,0
train,172,235,19,90,0
train,97,71,120,214,1
train,74,126,88,224,1
train,185,155,81,212,0
train,216,229,15,112,0
train,118,138,54,188,1
train,99,64,145,227,1
train,132,136,47,214,1
train,125,164,24,137,1
train,166,199,64,219,0
train,113,152,32,173,1
train,64,12,222,192,1
train,104,64,120,211,1
train,195,103,89,209,0
train,154,180,80,209,0
train,142,172,8,105,1
train,140,132,72,190,0
train,123,172,92,195,0
train,129,222,54,157,0
train,92,144,60,178,1
train,11,224,58,40,1
train,84,254,66,21,0
train,88,124,88,205,1
train,84,255,68,22,0
train,75,33,155,153,1
train,199,105,83,200,0
train,223,129,63,227,0
train,133,126,68,211,1
train,89,130,64,205,1
train,209,211,28,169,0
train,145,143,31,202,1
train,128,150,34,190,1
train,144,160,106,218,0
train,147,187,82,201,0
train,57,172,55,153,1
train,139,101,92,180,0
train,178,163,80,208,0
train,91,237,87,88,0
train,158,141,36,219,1
train,223,135,60,232,0
train,93,142,55,187,1
train,88,87,128,206,1
train,144,190,71,195,0
train,180,84,131,190,0
train,98,48,146,193,1
train,96,48,154,198,1
train,113,148,34,185,1
train,180,139,104,197,0
train,55,157,67,177,1
train,83,126,88,232,1
train,104,164,43,156,1
train,205,231,15,104,0
train,153,179,0,64,1
train,202,101,93,229,0
train,102,62,145,233,1
train,176,165,80,210,0
train,87,248,92,74,0
train,126,121,73,221,1
train,161,171,6,144,1
train,100,69,122,211,1
train,205,185,38,209,0
train,75,155,64,194,1
train,189,136,73,232,0
train,192,185,30,182,0
train,109,150,43,171,1
train,214,230,12,98,0
train,87,80,122,225,1
train,156,139,36,228,1
train,191,91,124,208,0
train,154,191,63,215,0
train,218,149,57,239,0
train,209,206,32,181,0
train,127,232,17,58,0
train,180,204,59,143,0
train,204,90,110,231,0
train,85,130,66,213,1
train,118,132,55,215,1
train,136,125,67,221,1
train,135,180,2,55,1
train,188,160,65,223,0
train,147,216,40,172,0
train,222,85,97,198,0
train,91,64,131,195,1
train,61,3,251,137,1
train,215,234,8,103,0
train,146,234,42,108,0
train,222,127,64,230,0
train,115,77,106,211,1
train,205,137,76,225,0
train,95,208,40,160,0
train,235,128,62,236,0
train,158,221,40,162,0
train,142,179,1,58,1
train,41,197,55,47,1
train,123,163,21,128,1
train,40,200,56,38,1
train,187,162,67,214,0
train,117,216,82,94,0
train,32,83,172,177,1
train,202,157,75,225,0
train,147,96,109,196,0
train,83,130,74,232,1
train,123,126,142,221,0
train,163,67,150,191,0
train,196,96,89,187,0
train,119,160,40,146,1
train,163,191,64,216,0
train,57,171,54,111,1
train,142,225,55,164,0
train,122,162,26,139,1
train,82,129,68,214,1
train,58,57,166,215,1
train,191,232,17,115,0
train,148,199,36,139,0
train,113,132,56,217,1
train,181,241,21,98,0
train,165,133,111,195,0
train,177,158,78,213,0
train,202,191,36,202,0
train,208,157,63,212,0
train,117,116,54,201,1
train,199,157,72,217,0
train,156,86,150,153,0
train,177,226,23,132,0
train,202,198,41,190,0
train,184,202,54,150,0
train,112,68,113,211,1
train,115,114,84,230,1
train,136,198,66,190,0
train,156,132,104,218,0
train,84,46,155,183,1
train,193,239,12,82,0
train,171,83,105,174,0
train,35,81,172,178,1
train,88,162,32,140,1
train,13,222,58,42,1
train,152,217,34,184,0
train,184,88,123,217,0
train,194,223,18,174,0
train,115,225,16,25,0
train,160,167,73,195,0
train,126,126,59,232,1
train,194,92,97,202,0
train,235,183,33,205,0
train,169,191,52,150,0
train,36,83,173,183,1
train,130,94,78,225,1
train,101,35,164,174,1
train,214,90,93,204,0
train,224,216,26,168,0
train,133,128,143,225,0
train,171,167,62,210,0
train,178,206,55,164,0
train,136,90,108,180,0
train,104,235,77,134,0
train,93,68,157,206,1
train,114,139,53,191,1
train,216,212,30,168,0
train,74,132,66,202,1
train,172,167,64,213,0
train,76,150,66,192,1
train,188,202,46,142,0
train,231,147,59,249,0
train,105,113,89,218,1
train,147,223,51,164,0
train,176,144,101,207,0
train,14,197,64,37,1
train,5,217,57,115,1
train,81,90,124,200,1
train,78,78,123,212,1
train,146,139,124,193,0
train,143,179,5,69,1
train,174,135,111,238,0
train,151,170,8,111,1
train,145,133,131,191,0
train,100,69,110,181,1
train,113,56,133,212,1
train,123,162,20,137,1
train,119,156,27,182,1
train,89,120,91,212,1
train,194,139,79,250,0
train,52,180,53,77,1
train,33,196,56,40,1
train,186,217,26,180,0
train,179,236,21,104,0
train,123,90,81,226,1
train,235,230,5,100,0
train,49,79,178,194,1
train,114,151,32,178,1
train,203,90,99,201,0
train,96,66,118,205,1
train,143,135,40,223,1
train,170,159,73,199,0
train,134,180,1,51,1
train,215,100,96,239,0
train,96,67,131,225,1
train,194,231,11,85,0
train,52,193,60,71,1
train,216,152,55,233,0
train,140,206,75,127,0
train,193,93,105,240,0
train,118,156,26,179,1
train,126,189,64,187,0
train,86,125,91,222,1
train,165,194,59,217,0
train,193,139,81,249,0
train,93,128,73,243,1
train,177,216,25,172,0
train,202,146,78,225,0
train,146,207,28,157,0
train,124,211,24,143,0
train,106,153,53,170,1
train,124,158,28,188,1
train,204,187,36,204,0
train,167,144,104,225,0
train,112,83,108,237,1
train,211,132,80,230,0
train,204,158,67,221,0
train,153,210,56,151,0
train,182,219,17,124,0
train,96,239,93,87,0
train,101,37,147,178,1
train,64,53,169,227,1
train,209,81,101,187,0
train,159,86,152,153,0
train,122,213,82,114,0
train,59,182,51,74,1
train,147,189,84,205,0
train,101,63,130,200,1
train,151,169,4,106,1
train,85,169,54,173,1
train,83,66,155,240,1
train,132,152,21,188,1
train,92,134,47,184,1
train,98,152,143,226,0
train,202,104,82,211,0
train,171,93,116,194,0
train,163,198,58,213,0
train,178,236,22,106,0
train,204,109,83,228,0
train,213,109,87,242,0
train,173,176,3,135,1
train,170,190,64,224,0
train,200,140,70,244,0
train,107,116,52,199,1
train,204,136,74,219,0
train,81,230,43,73,0
train,203,235,13,83,0
train,89,70,124,199,1
train,182,221,18,175,0
train,213,211,31,169,0
train,114,140,40,199,1
train,189,225,23,142,0
train,148,220,51,163,0
train,146,198,67,199,0
train,188,100,89,199,0
train,80,9,197,158,1
test,122,132,57,193,1
test,112,71,120,228,1
test,139,101,92,180,0
test,233,230,11,113,0
test,169,66,148,202,0
test,101,143,50,184,1
test,74,15,189,152,1
test,12,210,63,127,1
test,130,192,78,186,0
test,194,145,79,246,0
test,174,223,22,169,0
test,204,131,63,216,0
test,196,140,76,222,0
test,117,161,19,129,1
test,108,119,90,219,1
test,139,231,46,108,0
test,194,198,51,192,0
test,69,150,60,147,1
test,142,232,43,110,0
test,85,45,161,188,1
test,86,255,95,62,0
test,86,128,77,193,1
test,162,199,44,166,0
test,239,192,30,195,0
test,154,142,120,194,0
test,189,208,19,175,0
test,10,225,55,38,1
test,210,103,84,222,0
test,126,221,17,41,0
test,72,7,230,188,1
test,83,125,95,204,1
test,52,178,53,79,1
test,147,96,109,196,0
test,238,190,27,189,0
test,158,215,63,152,0
test,219,100,96,229,0
test,151,194,75,220,0
test,118,94,78,218,1
test,109,165,43,157,1
test,218,140,76,232,0
test,175,123,117,200,0
test,181,138,73,232,0
test,73,127,84,222,1
test,200,103,85,216,0
test,210,136,80,232,0
test,218,162,66,223,0
test,209,98,99,221,0
test,82,77,124,205,1
test,113,113,56,205,1
test,158,79,153,163,0
test,106,231,26,64,0
test,82,170,54,173,1
test,181,203,49,159,0
test,218,207,31,174,0
test,60,156,66,178,1
test,238,189,27,196,0
test,190,91,99,196,0
test,229,162,45,241,0
test,103,117,85,215,1
test,65,160,60,175,1
test,95,208,40,160,0
test,106,158,49,155,1
test,47,5,248,127,1
test,163,206,47,145,0
test,103,153,53,164,1
test,138,165,9,107,1
