split,q0,q1,q2,q3,y
train,56,3,252,121,1
train,183,189,57,185,0
train,207,142,66,220,0
train,73,68,174,178,1
train,178,208,55,157,0
train,184,215,18,166,0
train,136,133,55,202,1
train,104,39,162,190,1
train,79,163,48,125,1
train,109,234,81,67,0
train,169,124,114,182,0
train,29,209,61,82,1
train,136,138,66,188,0
train,157,164,14,165,1
train,91,235,84,119,0
train,200,228,16,100,0
train,98,131,47,186,1
train,227,162,43,225,0
train,211,226,7,111,0
train,128,135,54,195,1
train,87,151,53,159,1
train,105,113,56,195,1
train,165,83,153,165,0
train,201,106,79,201,0
train,35,195,58,47,1
train,94,65,119,195,1
train,78,148,132,189,0
train,97,70,151,206,1
train,233,230,5,97,0
train,92,168,49,170,1
train,203,106,85,207,0
train,167,149,25,198,1
train,26,209,60,82,1
train,153,216,41,157,0
train,72,66,176,175,1
train,152,169,5,105,1
train,181,159,60,211,0
train,206,99,98,223,0
train,201,193,31,175,0
train,118,82,108,233,1
train,44,77,179,190,1
train,60,52,171,207,1
train,49,179,51,71,1
train,84,247,89,111,0
train,124,218,52,150,0
train,206,215,25,184,0
train,154,142,32,207,1
train,184,202,47,178,0
train,145,165,18,166,1
train,149,143,29,201,1
train,76,58,188,179,1
train,106,158,31,154,1
train,134,137,37,208,1
train,160,172,4,136,1
train,148,142,33,212,1
train,97,245,92,85,0
train,56,52,195,165,1
train,49,8,230,159,1
train,220,154,56,236,0
train,16,207,65,123,1
train,147,95,109,191,0
train,150,169,95,218,0
train,47,76,178,186,1
train,122,131,57,188,1
train,112,70,120,222,1
train,139,100,92,175,0
train,233,228,11,110,0
train,169,66,148,196,0
train,101,142,50,179,1
train,74,15,189,148,1
train,12,208,63,124,1
train,130,190,78,181,0
train,194,144,79,240,0
train,174,221,22,164,0
train,204,130,63,210,0
train,196,139,76,216,0
train,117,160,19,125,1
train,108,118,90,214,1
train,139,229,46,105,0
train,194,197,51,187,0
train,69,149,60,143,1
train,142,231,43,107,0
train,85,44,161,183,1
train,86,255,95,60,0
train,86,127,77,188,1
train,162,197,44,162,0
train,239,190,30,190,0
train,154,141,120,189,0
train,189,206,19,170,0
train,10,223,55,37,1
train,210,102,84,216,0
train,126,219,17,40,0
train,72,7,230,183,1
train,83,124,95,198,1
train,52,177,53,77,1
train,147,95,109,191,0
train,238,188,27,184,0
train,158,213,63,148,0
train,219,99,96,223,0
train,151,192,75,214,0
train,118,93,78,212,1
train,109,163,43,153,1
train,218,139,76,226,0
train,175,122,117,195,0
train,181,137,73,226,0
train,73,126,84,216,1
train,200,102,85,210,0
train,210,135,80,226,0
train,218,161,66,217,0
train,209,97,99,216,0
train,82,76,124,199,1
train,113,112,56,200,1
train,158,78,153,158,0
train,106,229,26,62,0
train,82,168,54,169,1
train,181,201,49,155,0
train,218,205,31,170,0
train,60,155,66,173,1
train,238,187,27,191,0
train,190,90,99,191,0
train,229,161,45,234,0
train,103,116,85,210,1
train,65,159,60,170,1
train,95,207,40,156,0
train,106,157,49,151,1
train,47,5,248,124,1
train,163,204,47,141,0
train,103,152,53,160,1
train,138,163,9,104,1
train,137,130,58,206,1
train,118,87,150,135,0
train,141,141,34,200,1
train,199,227,15,112,0
train,199,231,12,83,0
train,57,9,202,121,1
train,18,220,53,51,1
train,187,187,52,164,0
train,6,198,66,22,1
train,125,125,53,219,1
train,120,129,58,216,1
train,97,29,170,175,1
train,173,66,151,188,0
train,67,53,172,221,1
train,201,189,31,182,0
train,201,227,15,104,0
train,123,128,53,213,1
train,98,74,116,205,1
train,210,136,74,245,0
train,120,201,63,164,0
train,120,148,33,182,1
train,144,218,45,163,0
train,92,168,51,171,1
train,203,106,84,218,0
train,76,35,151,152,1
train,136,138,66,188,0
train,67,178,50,85,1
train,57,73,169,175,1
train,97,76,123,226,1
train,119,56,132,215,1
train,144,219,34,101,0
train,15,214,58,112,1
train,204,238,10,88,0
train,78,150,53,149,1
train,39,165,67,164,1
train,211,109,77,219,0
train,147,187,79,191,0
train,68,135,87,189,1
train,129,122,48,213,1
train,30,218,53,61,1
train,192,130,67,205,0
train,74,44,163,181,1
train,189,96,116,208,0
train,204,231,12,88,0
train,130,211,64,110,0
train,134,179,3,50,1
train,174,147,91,215,0
train,115,164,20,116,1
train,92,28,162,165,1
train,201,148,76,221,0
train,134,204,69,178,0
train,125,220,81,97,0
train,206,136,70,241,0
train,82,66,141,215,1
train,155,216,37,186,0
train,84,158,51,132,1
train,84,128,74,224,1
train,163,192,58,199,0
train,125,114,82,227,1
train,132,133,40,212,1
train,89,145,50,171,1
train,9,196,67,24,1
train,115,162,22,126,1
train,82,122,88,194,1
train,207,108,76,215,0
train,112,157,24,168,1
train,61,150,58,140,1
train,63,163,52,115,1
train,189,205,54,139,0
train,209,237,13,100,0
train,90,160,32,142,1
train,96,134,67,231,1
train,143,201,71,186,0
train,122,130,59,196,1
train,93,244,54,16,0
train,64,150,60,142,1
train,40,75,179,179,1
train,190,164,60,197,0
train,219,147,58,236,0
train,165,86,152,155,0
train,40,84,172,186,1
train,101,83,131,202,1
train,169,197,63,147,0
train,127,116,146,198,0
train,96,143,61,173,1
train,202,228,13,91,0
train,106,117,90,209,1
train,197,94,106,230,0
train,90,146,57,158,1
train,168,211,58,122,0
train,140,234,43,98,0
train,160,160,61,195,0
train,142,133,38,207,1
train,174,221,21,120,0
train,170,223,24,135,0
train,64,8,203,139,1
train,199,139,81,222,0
train,153,130,129,181,0
train,208,106,82,220,0
train,154,175,83,203,0
train,200,217,10,105,0
train,106,147,135,208,0
train,184,197,55,215,0
train,151,219,35,180,0
train,202,149,58,227,0
train,193,197,46,181,0
train,205,86,95,187,0
train,58,178,48,80,1
train,193,130,86,255,0
train,98,64,122,202,1
train,143,166,10,102,1
train,136,89,108,175,0
train,49,58,190,164,1
train,141,150,22,191,1
train,167,190,62,211,0
train,250,225,10,123,0
train,135,123,147,214,0
train,96,67,114,185,1
train,130,213,74,107,0
train,207,105,80,214,0
train,44,10,242,124,1
train,12,193,70,45,1
train,226,169,41,222,0
train,113,227,71,77,0
train,176,84,128,189,0
train,135,178,4,63,1
train,222,210,29,174,0
train,215,144,59,242,0
train,0,220,60,93,1
train,148,154,112,217,0
train,68,62,184,185,1
train,150,214,47,156,0
train,145,185,76,194,0
train,205,236,15,101,0
train,151,96,119,183,0
train,130,121,73,216,1
train,195,154,79,215,0
train,141,169,6,96,1
train,176,197,58,209,0
train,151,217,35,172,0
train,122,137,52,213,1
train,124,161,21,131,1
train,100,111,77,219,1
train,206,229,16,98,0
train,80,241,81,106,0
train,89,251,90,116,0
train,76,17,189,134,1
train,206,94,90,198,0
train,172,106,93,196,0
train,196,214,27,188,0
train,129,133,56,198,1
train,137,184,80,189,0
train,229,227,16,120,0
train,192,142,82,247,0
train,201,111,87,224,0
train,176,190,45,170,0
train,186,89,100,179,0
train,112,132,55,206,1
train,195,225,14,118,0
train,224,127,65,224,0
train,197,94,105,225,0
train,101,110,105,205,1
train,90,143,52,179,1
train,146,182,81,194,0
train,51,163,67,175,1
train,54,168,51,101,1
train,132,191,41,141,0
train,145,203,65,177,0
train,125,110,57,211,1
train,161,128,104,175,0
train,138,160,106,215,0
train,106,163,39,123,1
train,208,146,53,220,0
train,116,156,25,169,1
train,75,134,63,200,1
train,98,43,143,158,1
train,29,200,59,23,1
train,63,69,174,187,1
train,187,222,11,105,0
train,72,64,183,196,1
train,188,186,50,184,0
train,56,156,65,171,1
train,100,139,148,212,0
train,121,90,80,216,1
train,160,136,110,227,0
train,174,222,23,128,0
train,98,158,32,144,1
train,116,128,53,204,1
train,56,52,196,163,1
train,168,155,79,197,0
train,52,12,223,166,1
train,143,131,120,167,0
train,147,155,107,203,0
train,169,124,118,181,0
train,137,122,46,206,1
train,54,159,68,183,1
train,186,100,114,217,0
train,113,160,18,118,1
train,164,107,89,180,0
train,75,5,206,137,1
train,195,143,80,248,0
train,214,185,35,203,0
train,147,216,40,160,0
train,109,153,30,165,1
train,194,213,25,184,0
train,201,202,38,201,0
train,159,176,73,200,0
train,195,145,69,231,0
train,164,206,55,129,0
train,208,205,28,173,0
train,120,159,18,126,1
train,103,118,81,208,1
train,74,68,153,240,1
train,144,187,71,183,0
train,148,212,40,150,0
train,195,214,22,170,0
train,152,170,7,107,1
train,139,189,77,188,0
train,223,163,44,224,0
train,127,70,150,163,0
train,142,181,70,188,0
train,96,71,120,203,1
train,203,111,85,225,0
train,101,235,86,130,0
train,101,70,121,218,1
train,206,96,100,236,0
train,112,150,33,170,1
train,221,211,30,168,0
train,133,219,17,63,0
train,225,165,44,222,0
train,152,151,23,201,1
train,168,196,56,210,0
train,139,138,45,207,1
train,99,118,80,210,1
train,139,134,49,220,1
train,130,196,70,177,0
train,205,105,81,214,0
train,69,132,64,191,1
train,49,189,64,71,1
train,148,225,43,157,0
train,90,66,120,187,1
train,140,141,33,198,1
train,168,66,151,184,0
train,149,167,12,153,1
train,99,129,74,199,1
train,139,169,5,98,1
train,62,1,251,137,1
train,115,60,129,207,1
train,157,204,27,174,0
train,183,235,21,103,0
train,91,144,51,169,1
train,204,134,68,226,0
train,68,127,87,211,1
train,116,77,100,222,1
train,124,162,19,124,1
train,94,133,72,190,1
train,199,80,100,169,0
train,75,52,171,225,1
train,127,114,150,206,0
train,99,66,136,229,1
train,56,187,64,84,1
train,203,228,15,104,0
train,198,94,95,198,0
train,73,32,157,144,1
train,152,215,34,181,0
train,166,149,87,209,0
train,67,0,255,151,1
train,95,165,38,109,1
train,237,183,32,197,0
train,175,160,60,197,0
train,199,208,30,155,0
train,88,163,48,131,1
train,116,89,82,210,1
train,68,131,91,188,1
train,213,97,90,205,0
train,215,106,89,226,0
train,154,162,106,216,0
train,63,1,251,140,1
train,81,66,126,184,1
train,146,177,5,69,1
train,128,167,8,100,1
train,117,214,78,98,0
train,156,211,35,153,0
train,87,166,50,169,1
train,165,205,56,127,0
train,146,220,49,147,0
train,87,62,146,220,1
train,228,167,39,223,0
train,104,113,86,212,1
train,96,69,120,211,1
train,21,204,64,131,1
train,93,243,87,77,0
train,182,197,49,209,0
train,171,131,110,192,0
train,89,111,77,209,1
train,189,89,100,195,0
train,193,222,14,115,0
train,170,145,71,218,0
train,255,181,30,211,0
train,181,235,24,106,0
train,34,201,59,29,1
train,173,225,25,133,0
train,146,153,24,195,1
train,227,133,59,225,0
train,197,172,64,206,0
train,0,219,61,90,1
train,126,219,17,40,0
train,71,130,69,199,1
train,139,141,102,174,0
train,207,134,69,221,0
train,203,135,83,248,0
train,79,31,157,153,1
train,143,150,24,193,1
train,162,121,75,192,0
train,184,142,65,219,0
train,162,70,148,177,0
train,229,228,13,112,0
train,88,128,73,230,1
train,200,190,36,197,0
train,196,199,44,203,0
train,134,220,18,53,0
train,143,160,90,197,0
train,143,148,23,195,1
train,235,187,32,193,0
train,111,158,45,162,1
train,58,168,55,110,1
train,87,241,78,74,0
train,196,160,66,211,0
train,236,185,32,197,0
train,147,168,4,102,1
train,88,42,161,178,1
train,134,145,42,185,1
train,232,231,10,98,0
train,176,159,49,195,0
train,107,148,42,165,1
train,96,45,157,195,1
train,220,138,67,226,0
train,210,224,15,125,0
train,154,172,82,206,0
train,47,7,246,128,1
train,82,121,101,216,1
train,126,219,17,40,0
train,176,156,81,203,0
train,102,31,167,187,1
train,109,76,108,214,1
train,209,85,96,185,0
train,214,200,22,164,0
train,96,49,142,183,1
train,200,228,14,92,0
train,158,207,61,147,0
train,96,66,132,225,1
train,66,157,60,174,1
train,133,138,52,198,1
train,91,127,77,239,1
train,126,208,79,108,0
train,64,169,57,149,1
train,57,157,67,180,1
train,199,158,65,206,0
train,112,221,77,85,0
train,96,245,81,76,0
train,115,164,20,119,1
train,104,85,129,206,1
train,202,232,17,98,0
train,189,191,59,165,0
train,84,88,129,197,1
train,113,110,57,201,1
train,84,238,79,118,0
train,199,225,15,116,0
train,130,164,9,99,1
train,206,163,42,212,0
train,203,238,15,97,0
train,120,140,40,185,1
train,80,248,66,0,0
train,162,177,2,123,1
train,221,200,22,171,0
train,162,167,14,158,1
train,95,69,111,198,1
train,96,45,160,196,1
train,167,139,109,231,0
train,189,195,51,218,0
train,72,135,87,197,1
train,108,144,143,213,0
train,134,88,81,232,1
train,80,130,65,200,1
train,181,197,46,200,0
train,160,163,90,200,0
train,198,96,102,228,0
train,164,190,69,151,0
train,116,67,122,213,1
train,58,9,199,126,1
train,136,138,66,188,0
train,76,170,53,105,1
train,84,62,133,185,1
train,106,235,79,98,0
train,159,140,33,217,1
train,119,162,22,133,1
train,107,115,86,210,1
train,106,229,82,68,0
train,204,166,66,207,0
train,103,163,36,118,1
train,59,7,244,145,1
train,159,153,24,195,1
train,215,204,31,169,0
train,198,223,15,121,0
train,191,82,99,172,0
train,199,94,102,220,0
train,85,147,48,164,1
train,225,210,22,162,0
train,194,224,17,118,0
train,163,190,67,211,0
train,148,140,32,208,1
train,100,142,54,184,1
train,130,137,51,216,1
train,77,175,52,99,1
train,161,89,148,156,0
train,165,136,109,223,0
train,153,156,80,194,0
train,90,133,47,178,1
train,203,140,71,237,0
train,218,227,11,98,0
train,151,145,116,188,0
train,93,68,111,188,1
train,167,129,115,223,0
train,139,100,92,175,0
train,151,166,79,188,0
train,64,134,65,191,1
train,123,78,111,234,1
train,78,45,158,175,1
train,120,129,53,208,1
train,136,175,81,194,0
train,195,221,14,106,0
train,173,231,25,124,0
train,124,155,26,183,1
train,188,214,26,180,0
train,159,87,145,162,0
train,148,206,55,137,0
train,208,239,13,97,0
train,123,211,37,121,0
train,86,250,66,22,0
train,227,182,26,186,0
train,149,65,149,168,0
train,146,163,14,159,1
train,140,228,39,96,0
train,69,170,53,156,1
train,166,220,19,155,0
train,125,150,31,180,1
train,191,225,16,112,0
train,162,130,115,228,0
train,170,76,143,178,0
train,121,154,25,174,1
train,100,40,161,200,1
train,199,200,40,176,0
train,113,162,18,122,1
train,21,219,55,58,1
train,157,150,24,195,1
train,207,222,4,77,0
train,217,152,60,237,0
train,61,8,201,136,1
train,116,78,103,219,1
train,202,228,16,105,0
train,127,120,48,212,1
train,187,92,108,221,0
train,138,165,10,110,1
train,148,164,14,159,1
train,53,164,53,108,1
train,99,163,39,116,1
train,167,149,26,203,1
train,125,163,19,127,1
train,193,89,97,202,0
train,67,125,86,215,1
train,198,139,69,222,0
train,190,148,81,212,0
train,104,118,83,198,1
train,82,130,72,222,1
train,137,197,70,183,0
train,115,223,16,24,0
train,102,133,45,187,1
train,34,208,59,94,1
train,69,10,229,195,1
train,129,146,43,181,1
train,160,206,48,116,0
train,210,102,91,228,0
train,208,143,65,220,0
train,194,162,61,194,0
train,225,169,36,208,0
train,135,133,39,210,1
train,87,125,80,188,1
train,215,85,96,192,0
train,200,236,14,82,0
train,77,68,173,188,1
train,158,168,4,111,1
train,120,130,56,222,1
train,51,213,93,177,0
train,140,131,72,185,0
train,141,167,9,104,1
train,87,162,47,135,1
train,80,147,67,196,1
train,176,153,88,217,0
train,103,218,77,79,0
train,172,233,19,88,0
train,97,71,120,208,1
train,74,125,88,218,1
train,185,153,81,206,0
train,216,227,15,109,0
train,118,137,54,183,1
train,99,63,145,221,1
train,132,135,47,208,1
train,125,162,24,134,1
train,166,198,64,214,0
train,113,151,32,169,1
train,64,12,222,187,1
train,104,64,120,205,1
train,195,102,89,204,0
train,154,178,80,203,0
train,142,171,8,102,1
train,140,131,72,185,0
train,123,171,92,190,0
train,129,220,54,153,0
train,92,143,60,173,1
train,11,222,58,39,1
train,84,252,66,21,0
train,88,123,88,199,1
train,84,253,68,21,0
train,75,33,155,149,1
train,199,104,83,195,0
train,223,128,63,221,0
train,133,125,68,205,1
train,89,129,64,200,1
train,209,210,28,165,0
train,145,142,31,197,1
train,128,149,34,185,1
train,144,159,106,212,0
train,147,185,82,195,0
train,57,170,55,149,1
train,139,100,92,175,0
train,178,162,80,203,0
train,91,235,87,86,0
train,158,140,36,213,1
train,223,133,60,226,0
train,93,141,55,182,1
train,88,86,128,201,1
train,144,188,71,190,0
train,180,83,131,185,0
train,98,48,146,188,1
train,96,47,154,193,1
train,113,147,34,180,1
train,180,138,104,192,0
train,55,155,67,173,1
train,83,125,88,226,1
train,104,163,43,152,1
train,205,229,15,101,0
train,153,178,0,62,1
train,202,100,93,223,0
train,102,62,145,227,1
train,176,163,80,204,0
train,87,246,92,72,0
train,126,120,73,215,1
train,161,169,6,140,1
train,100,68,122,206,1
train,205,183,38,204,0
train,75,154,64,189,1
train,189,135,73,226,0
train,192,183,30,177,0
train,109,149,43,166,1
train,214,229,12,96,0
train,87,79,122,219,1
train,156,138,36,222,1
train,191,90,124,202,0
train,154,190,63,210,0
train,218,148,57,233,0
train,209,204,32,176,0
train,127,230,17,56,0
train,180,202,59,140,0
train,204,90,110,225,0
train,85,129,66,208,1
train,118,131,55,210,1
train,136,124,67,215,1
train,135,178,2,54,1
train,188,159,65,217,0
train,147,214,40,168,0
train,222,84,97,193,0
train,91,64,131,190,1
train,61,3,251,134,1
train,215,232,8,101,0
train,146,232,42,105,0
train,222,126,64,224,0
train,115,77,106,206,1
train,205,136,76,219,0
train,95,207,40,156,0
train,235,127,62,230,0
train,158,219,40,158,0
train,142,178,1,57,1
train,41,195,55,46,1
train,123,162,21,124,1
train,40,199,56,37,1
train,187,161,67,208,0
train,117,215,82,92,0
train,32,82,172,172,1
train,202,155,75,219,0
train,147,95,109,191,0
train,83,129,74,226,1
train,123,125,142,215,0
train,163,67,150,186,0
train,196,96,89,182,0
train,119,159,40,142,1
train,163,189,64,210,0
train,57,170,54,108,1
train,142,224,55,160,0
train,122,161,26,136,1
train,82,128,68,208,1
train,58,57,166,209,1
train,191,230,17,112,0
train,148,197,36,135,0
train,113,131,56,211,1
train,181,239,21,96,0
train,165,131,111,190,0
train,177,156,78,208,0
train,202,189,36,197,0
train,208,155,63,207,0
train,117,115,54,195,1
train,199,156,72,211,0
train,156,85,150,149,0
train,177,224,23,129,0
train,202,197,41,185,0
train,184,201,54,146,0
train,112,67,113,206,1
train,115,114,84,224,1
train,136,197,66,185,0
train,156,131,104,212,0
train,84,45,155,178,1
train,193,237,12,80,0
train,171,82,105,169,0
train,35,81,172,174,1
train,88,161,32,136,1
train,13,220,58,41,1
train,152,215,34,180,0
train,184,88,123,211,0
train,194,221,18,169,0
train,115,223,16,24,0
train,160,165,73,190,0
train,126,125,59,226,1
train,194,92,97,196,0
train,235,182,33,200,0
train,169,189,52,146,0
train,36,82,173,178,1
train,130,93,78,219,1
train,101,35,164,170,1
train,214,89,93,198,0
train,224,214,26,163,0
train,133,127,143,219,0
train,171,166,62,205,0
train,178,204,55,160,0
train,136,89,108,175,0
train,104,233,77,131,0
train,93,67,157,201,1
train,114,138,53,186,1
train,216,211,30,164,0
train,74,131,66,197,1
train,172,165,64,208,0
train,76,148,66,187,1
train,188,200,46,138,0
train,231,146,59,243,0
train,105,112,89,212,1
train,147,221,51,159,0
train,176,142,101,201,0
train,14,195,64,36,1
train,5,216,57,112,1
train,81,89,124,195,1
train,78,77,123,207,1
train,146,138,124,188,0
train,143,178,5,67,1
train,174,134,111,232,0
train,151,169,8,109,1
train,145,131,131,186,0
train,100,69,110,176,1
train,113,56,133,206,1
train,123,160,20,134,1
train,119,155,27,177,1
train,89,119,91,207,1
train,194,138,79,243,0
train,52,178,53,75,1
train,33,195,56,39,1
train,186,215,26,176,0
train,179,234,21,102,0
train,123,89,81,220,1
train,235,229,5,98,0
train,49,79,178,189,1
train,114,150,32,173,1
train,203,89,99,196,0
train,96,66,118,200,1
train,143,134,40,218,1
train,170,158,73,194,0
train,134,179,1,50,1
train,215,99,96,232,0
train,96,67,131,219,1
train,194,229,11,83,0
train,52,191,60,70,1
train,216,151,55,227,0
train,140,204,75,123,0
train,193,93,105,234,0
train,118,155,26,174,1
train,126,188,64,182,0
train,86,124,91,216,1
train,165,192,59,212,0
train,193,138,81,242,0
train,93,127,73,237,1
train,177,214,25,168,0
train,202,145,78,219,0
train,146,206,28,153,0
train,124,210,24,140,0
train,106,152,53,166,1
train,124,157,28,183,1
train,204,186,36,199,0
train,167,143,104,219,0
train,112,83,108,230,1
train,211,131,80,224,0
train,204,157,67,215,0
train,153,208,56,147,0
train,182,217,17,121,0
train,96,237,93,85,0
train,101,37,147,173,1
train,64,53,169,221,1
train,209,81,101,182,0
train,159,86,152,149,0
train,122,211,82,111,0
train,59,180,51,72,1
train,147,187,84,200,0
train,101,62,130,195,1
train,151,168,4,103,1
train,85,167,54,168,1
train,83,65,155,234,1
train,132,150,21,183,1
train,92,133,47,179,1
train,98,151,143,220,0
train,202,104,82,205,0
train,171,92,116,189,0
train,163,196,58,207,0
train,178,234,22,104,0
train,204,108,83,222,0
train,213,108,87,236,0
train,173,175,3,131,1
train,170,189,64,218,0
train,200,139,70,238,0
train,107,115,52,193,1
train,204,135,74,213,0
train,81,228,43,71,0
train,203,233,13,81,0
train,89,70,124,193,1
train,182,219,18,170,0
train,213,209,31,164,0
train,114,139,40,194,1
train,189,223,23,138,0
train,148,218,51,158,0
train,146,196,67,194,0
train,188,99,89,194,0
train,80,9,197,154,1
test,169,112,86,197,0
test,59,9,230,169,1
test,92,167,37,108,1
test,121,118,136,189,0
test,79,136,85,203,1
test,92,118,71,207,1
test,160,215,44,166,0
test,115,133,58,190,1
test,110,152,30,169,1
test,115,240,54,35,0
test,141,167,13,150,1
test,135,199,55,171,0
test,119,145,42,172,1
test,157,166,94,210,0
test,215,103,87,226,0
test,194,192,39,198,0
test,37,76,182,189,1
test,85,252,90,64,0
test,153,174,43,158,0
test,146,164,9,112,1
test,151,211,35,177,0
test,93,162,43,138,1
test,222,213,26,169,0
test,108,119,83,216,1
test,203,136,73,236,0
test,104,133,68,235,1
test,186,104,82,203,0
test,191,87,102,193,0
test,136,163,9,105,1
test,168,140,108,227,0
test,105,146,136,222,0
test,171,89,98,184,0
test,166,66,147,193,0
test,110,221,68,75,0
test,67,7,201,135,1
test,122,159,38,147,1
test,129,200,67,181,0
test,202,140,67,214,0
test,103,243,57,34,0
test,63,134,66,190,1
test,89,164,45,136,1
test,123,159,18,127,1
test,56,9,230,176,1
test,132,217,48,142,0
test,103,245,63,36,0
test,226,232,13,99,0
test,60,155,67,191,1
test,81,228,43,71,0
test,86,130,79,225,1
test,185,107,84,205,0
test,111,70,119,217,1
test,184,217,26,174,0
test,206,201,37,178,0
test,207,196,44,216,0
test,37,203,57,24,1
test,197,201,33,172,0
test,45,164,65,176,1
test,141,161,105,213,0
test,92,141,53,173,1
test,210,85,95,198,0
test,190,198,47,204,0
test,133,207,61,110,0
test,147,200,72,141,0
test,138,125,139,207,0
test,197,186,39,193,0
test,143,238,43,104,0
test,94,73,120,209,1
