split,q0,q1,q2,q3,y
train,226,213,26,163,0
train,110,118,84,214,1
train,207,135,74,234,0
train,106,132,69,234,1
train,190,102,83,200,0
train,195,86,103,189,0
train,138,162,9,95,1
train,171,139,109,225,0
train,107,145,137,220,0
train,174,87,99,179,0
train,170,64,149,189,0
train,112,221,68,63,0
train,68,5,204,127,1
train,124,158,39,140,1
train,131,199,67,176,0
train,206,139,67,211,0
train,105,242,58,19,0
train,65,132,67,186,1
train,91,163,45,129,1
train,125,158,18,119,1
train,57,7,232,171,1
train,134,217,48,134,0
train,105,245,63,22,0
train,230,232,13,89,0
train,61,154,68,187,1
train,82,228,44,59,0
train,88,129,80,223,1
train,189,105,84,202,0
train,113,69,120,214,1
train,188,217,26,169,0
train,210,200,37,173,0
train,211,196,44,213,0
train,38,202,57,9,1
train,201,200,34,166,0
train,46,163,66,171,1
train,144,160,106,210,0
train,93,140,54,167,1
train,214,83,96,194,0
train,193,197,47,200,0
train,135,206,62,101,0
train,150,199,73,134,0
train,141,124,141,204,0
train,201,185,40,189,0
train,146,238,43,94,0
train,96,71,121,206,1
train,182,234,22,89,0
train,178,194,50,172,0
train,181,164,67,215,0
train,132,224,60,155,0
train,103,66,123,192,1
train,142,230,42,92,0
train,43,71,185,168,1
train,104,131,135,182,0
train,167,154,86,204,0
train,161,207,58,141,0
train,182,160,63,209,0
train,86,165,43,123,1
train,134,132,53,218,1
train,184,236,19,86,0
train,179,203,54,129,0
train,150,211,44,158,0
train,100,162,33,140,1
train,64,169,55,98,1
train,120,69,112,222,1
train,131,115,153,213,0
train,138,87,109,170,0
train,64,73,171,174,1
train,95,158,33,136,1
train,86,128,74,183,1
train,84,64,159,247,1
train,98,52,137,165,1
train,54,157,66,177,1
train,178,192,50,177,0
train,95,238,80,109,0
train,143,130,72,181,0
train,147,194,46,168,0
train,89,162,34,134,1
train,48,201,55,27,1
train,99,245,88,112,0
train,197,215,23,172,0
train,224,203,33,173,0
train,62,48,196,171,1
train,84,76,126,211,1
train,165,176,82,210,0
train,132,164,10,86,1
train,120,99,101,224,1
train,143,168,6,84,1
train,130,215,69,90,0
train,143,164,15,150,1
train,174,170,5,142,1
train,109,67,112,194,1
train,210,126,61,201,0
train,182,196,54,206,0
train,100,84,128,204,1
train,65,70,172,166,1
train,111,148,135,212,0
train,104,109,77,217,1
train,146,94,77,233,1
train,143,130,72,181,0
train,192,186,57,187,0
train,97,38,145,170,1
train,161,191,57,135,0
train,188,184,62,166,0
train,134,166,9,86,1
train,173,202,44,113,0
train,183,218,22,171,0
train,135,193,81,173,0
train,228,213,21,156,0
train,182,185,67,158,0
train,206,94,91,195,0
train,127,209,24,132,0
train,59,169,55,141,1
train,99,163,45,136,1
train,155,169,6,130,1
train,157,162,61,192,0
train,174,208,56,114,0
train,165,84,150,143,0
train,134,161,21,124,1
train,58,166,52,95,1
train,234,221,4,98,0
train,111,60,125,204,1
train,149,194,65,184,0
train,215,235,8,85,0
train,145,153,113,208,0
train,205,101,87,199,0
train,142,127,61,206,1
train,208,204,36,166,0
train,157,87,149,152,0
train,180,88,125,196,0
train,209,102,85,213,0
train,124,133,55,186,1
train,238,205,29,172,0
train,65,49,196,163,1
train,196,191,37,186,0
train,117,222,17,9,0
train,90,62,142,210,1
train,211,99,87,200,0
train,1,217,61,82,1
train,91,145,59,153,1
train,219,204,37,185,0
train,206,140,67,219,0
train,182,84,129,195,0
train,141,183,78,183,0
train,170,150,83,192,0
train,153,138,119,180,0
train,92,130,80,228,1
train,74,136,89,189,1
train,81,240,87,57,0
train,180,195,52,204,0
train,201,159,68,202,0
train,100,157,34,147,1
train,142,97,78,222,1
train,96,46,160,218,1
train,223,208,26,158,0
train,101,110,76,212,1
train,92,142,53,174,1
train,177,192,50,200,0
train,162,152,95,199,0
train,189,98,87,181,0
train,114,131,128,158,0
train,197,92,103,203,0
train,156,171,5,123,1
train,105,121,85,204,1
train,130,196,69,178,0
train,186,227,23,118,0
train,152,154,87,190,0
train,97,206,40,149,0
train,83,132,79,219,1
train,146,217,32,160,0
train,69,127,82,209,1
train,96,65,117,186,1
train,136,221,58,149,0
train,115,87,83,207,1
train,120,103,100,219,1
train,161,219,33,176,0
train,224,133,61,203,0
train,112,138,40,183,1
train,152,211,43,154,0
train,172,180,39,165,0
train,190,105,83,202,0
train,108,107,109,206,1
train,116,159,44,158,1
train,184,218,21,169,0
train,139,137,67,184,0
train,133,198,36,117,0
train,142,99,93,170,0
train,186,134,110,188,0
train,194,139,76,204,0
train,81,64,142,209,1
train,100,140,157,218,0
train,74,47,175,218,1
train,111,148,142,220,0
train,195,162,69,201,0
train,196,214,25,180,0
train,131,190,71,167,0
train,96,243,87,114,0
train,186,91,99,186,0
train,93,116,72,205,1
train,205,84,96,181,0
train,129,204,72,105,0
train,115,161,38,122,1
train,131,128,57,225,1
train,153,136,125,180,0
train,7,196,66,7,1
train,29,218,54,47,1
train,104,149,138,217,0
train,85,58,135,179,1
train,222,197,37,186,0
train,143,219,49,148,0
train,168,216,33,176,0
train,203,98,88,196,0
train,71,157,62,173,1
train,61,52,172,211,1
train,136,149,22,179,1
train,187,152,74,194,0
train,107,133,67,238,1
train,33,201,59,12,1
train,106,152,54,158,1
train,139,194,55,181,0
train,218,161,35,202,0
train,103,235,90,93,0
train,182,160,62,209,0
train,185,221,22,169,0
train,102,126,77,242,1
train,177,86,125,200,0
train,136,150,21,178,1
train,115,157,24,165,1
train,194,198,44,200,0
train,90,241,87,114,0
train,103,70,118,209,1
train,135,120,70,207,1
train,210,200,31,165,0
train,127,128,113,198,0
train,136,125,54,224,1
train,224,183,31,182,0
train,97,122,87,197,1
train,82,228,44,59,0
train,171,194,64,140,0
train,119,125,55,206,1
train,54,199,58,36,1
train,132,214,74,96,0
train,182,188,54,177,0
train,105,49,157,218,1
train,112,69,118,214,1
train,168,204,60,118,0
train,184,151,79,204,0
train,90,129,90,207,1
train,106,251,66,8,0
train,153,207,71,124,0
train,66,9,227,176,1
train,68,162,51,107,1
train,99,157,31,139,1
train,163,171,8,135,1
train,212,142,66,218,0
train,198,161,61,190,0
train,229,168,37,205,0
train,138,132,39,207,1
train,89,124,81,183,1
train,219,84,97,188,0
train,204,235,14,70,0
train,79,66,175,184,1
train,161,167,4,102,1
train,122,129,56,220,1
train,52,212,94,172,0
train,143,130,72,181,0
train,144,166,9,94,1
train,88,161,48,127,1
train,81,146,68,192,1
train,179,152,89,214,0
train,105,218,78,68,0
train,175,233,20,77,0
train,98,69,121,205,1
train,75,124,89,216,1
train,189,152,82,203,0
train,220,227,15,99,0
train,120,136,54,178,1
train,101,61,146,218,1
train,134,134,48,205,1
train,128,161,25,126,1
train,169,197,65,211,0
train,115,150,32,163,1
train,65,10,224,183,1
train,105,62,121,202,1
train,199,100,90,201,0
train,156,178,81,200,0
train,145,170,8,92,1
train,143,130,72,181,0
train,125,170,93,185,0
train,132,220,54,146,0
train,94,142,61,168,1
train,11,222,59,25,1
train,86,252,67,5,0
train,89,122,89,196,1
train,86,253,69,6,0
train,76,31,156,142,1
train,203,102,84,191,0
train,227,127,64,219,0
train,136,123,68,202,1
train,90,128,65,196,1
train,213,209,28,159,0
train,148,141,31,193,1
train,130,148,34,180,1
train,147,158,107,209,0
train,150,184,83,191,0
train,58,169,56,142,1
train,142,99,93,170,0
train,182,161,80,199,0
train,93,234,88,75,0
train,161,139,37,211,1
train,227,132,61,224,0
train,95,140,56,177,1
train,90,84,129,197,1
train,147,188,72,186,0
train,183,82,133,180,0
train,100,45,147,183,1
train,98,45,155,189,1
train,116,146,34,175,1
train,184,137,105,187,0
train,56,154,68,167,1
train,84,124,89,224,1
train,106,162,43,145,1
train,209,228,15,91,0
train,156,177,0,49,1
train,206,98,94,221,0
train,104,60,146,225,1
train,180,163,81,201,0
train,88,245,93,60,0
train,129,119,74,213,1
train,164,168,6,133,1
train,102,66,123,202,1
train,209,182,38,200,0
train,76,153,65,185,1
train,193,134,74,224,0
train,196,182,31,172,0
train,111,148,44,160,1
train,218,228,12,85,0
train,89,78,123,216,1
train,159,137,36,220,1
train,195,89,126,199,0
train,157,189,64,207,0
train,222,147,58,231,0
train,213,204,32,171,0
train,130,230,17,43,0
train,183,201,59,132,0
train,208,88,111,223,0
train,87,128,66,205,1
train,120,129,55,207,1
train,139,122,67,213,1
train,137,177,2,41,1
train,191,158,65,214,0
train,149,213,41,162,0
train,226,82,98,189,0
train,93,62,132,186,1
train,62,0,254,126,1
train,219,232,8,91,0
train,149,232,43,95,0
train,226,125,64,222,0
train,117,75,107,202,1
train,209,135,77,217,0
train,97,206,40,149,0
train,240,126,63,228,0
train,161,219,41,152,0
train,145,177,1,44,1
train,41,194,56,32,1
train,125,161,21,116,1
train,40,198,57,23,1
train,190,160,68,205,0
train,119,214,83,81,0
train,33,81,173,167,1
train,206,154,76,217,0
train,149,94,110,187,0
train,85,128,75,224,1
train,126,124,144,212,0
train,166,65,152,181,0
train,200,94,90,177,0
train,122,158,40,134,1
train,166,189,65,207,0
train,58,169,55,98,1
train,144,223,56,153,0
train,124,160,26,128,1
train,83,126,69,205,1
train,59,55,168,206,1
train,195,230,17,103,0
train,151,197,36,127,0
train,116,130,56,208,1
train,185,239,22,85,0
train,168,130,112,186,0
train,180,155,79,204,0
train,206,188,36,193,0
train,212,154,64,203,0
train,119,113,55,191,1
train,203,155,73,208,0
train,159,83,151,142,0
train,180,224,23,120,0
train,206,196,42,181,0
train,188,200,54,139,0
train,114,65,114,203,1
train,117,112,85,222,1
train,138,196,66,181,0
train,159,129,105,209,0
train,86,43,157,173,1
train,197,237,12,69,0
train,174,81,106,164,0
train,36,79,174,168,1
train,90,160,32,128,1
train,13,220,59,27,1
train,155,215,34,175,0
train,187,86,124,209,0
train,198,220,18,164,0
train,117,222,17,9,0
train,163,164,74,185,0
train,128,124,60,224,1
train,197,90,98,193,0
train,239,181,34,196,0
train,172,189,52,139,0
train,37,80,174,173,1
train,132,92,79,217,1
train,103,32,165,164,1
train,218,87,94,195,0
train,228,214,27,157,0
train,136,126,145,217,0
train,174,165,63,201,0
train,181,203,56,153,0
train,138,87,109,170,0
train,106,233,78,123,0
train,94,65,159,197,1
train,117,136,53,181,1
train,220,210,30,158,0
train,75,130,66,193,1
train,175,164,65,205,0
train,78,147,66,183,1
train,192,200,47,130,0
train,235,145,59,242,0
train,107,110,90,209,1
train,149,221,51,153,0
train,179,141,102,198,0
train,14,194,65,21,1
train,5,215,58,102,1
train,82,88,125,191,1
train,80,75,124,204,1
train,148,136,125,184,0
train,146,177,5,55,1
train,177,132,113,230,0
train,154,168,8,99,1
train,148,130,132,181,0
train,102,67,112,171,1
train,115,54,134,203,1
train,125,159,20,126,1
train,121,154,27,172,1
train,90,118,92,203,1
train,198,137,80,242,0
train,53,178,53,63,1
train,34,194,56,25,1
train,190,214,26,171,0
train,182,234,21,91,0
train,125,87,82,218,1
train,240,228,6,87,0
train,50,77,180,184,1
train,116,149,32,168,1
train,207,87,100,192,0
train,98,64,119,196,1
train,146,133,40,215,1
train,173,157,73,190,0
train,137,178,2,37,1
train,220,97,97,231,0
train,98,65,133,217,1
train,198,228,11,71,0
train,53,191,60,57,1
train,220,150,56,225,0
train,143,204,76,115,0
train,197,91,106,233,0
train,120,154,26,169,1
train,129,187,64,177,0
train,87,123,92,213,1
train,168,192,60,209,0
train,196,137,82,241,0
train,94,125,74,235,1
train,180,213,25,162,0
train,206,144,79,217,0
train,149,205,28,147,0
train,127,209,24,132,0
train,108,151,53,160,1
train,126,156,28,178,1
train,208,185,37,195,0
train,170,142,106,217,0
train,114,81,109,229,1
train,215,129,81,222,0
train,207,156,68,212,0
train,156,208,57,140,0
train,185,217,17,112,0
train,98,237,94,74,0
train,103,35,149,168,1
train,65,51,171,218,1
train,213,79,102,177,0
train,162,84,153,142,0
train,125,211,83,102,0
train,60,180,51,60,1
train,150,186,85,196,0
train,103,60,131,191,1
train,154,167,4,93,1
train,87,166,54,162,1
train,84,63,156,232,1
train,134,149,21,178,1
train,93,132,48,174,1
train,99,150,145,218,0
train,206,102,83,202,0
train,174,90,117,185,0
train,166,195,59,204,0
train,182,233,22,94,0
train,208,106,84,220,0
train,217,107,88,234,0
train,177,174,3,123,1
train,173,188,65,215,0
train,204,138,71,237,0
train,109,114,53,189,1
train,208,134,75,211,0
train,82,228,44,59,0
train,207,233,13,69,0
train,91,68,126,189,1
train,185,219,18,165,0
train,217,209,31,158,0
train,116,138,40,190,1
train,193,223,23,130,0
train,151,218,52,152,0
train,148,196,68,190,0
train,192,97,90,189,0
train,82,7,199,147,1
test,167,205,56,121,0
test,212,204,28,168,0
test,123,158,18,118,1
test,105,116,82,205,1
test,76,66,155,239,1
test,146,186,72,179,0
test,151,212,40,143,0
test,198,213,22,165,0
test,155,169,7,98,1
test,142,188,77,183,0
test,227,162,45,222,0
test,129,68,152,157,0
test,144,180,71,184,0
test,97,69,121,199,1
test,207,109,86,223,0
test,102,235,87,122,0
test,103,68,123,216,1
test,210,95,101,235,0
test,114,149,33,165,1
test,225,211,30,163,0
test,136,218,17,51,0
test,229,164,45,220,0
test,155,150,23,198,1
test,171,196,57,207,0
test,141,136,46,204,1
test,101,117,81,207,1
test,142,133,49,218,1
test,133,195,71,171,0
test,209,103,82,211,0
test,70,131,65,187,1
test,50,189,65,59,1
test,151,224,44,150,0
test,92,64,121,183,1
test,142,140,33,194,1
test,171,64,153,180,0
test,152,166,13,147,1
test,101,127,75,195,1
test,142,168,5,87,1
test,63,0,254,130,1
test,117,58,131,203,1
test,160,204,28,169,0
test,187,235,22,93,0
test,93,142,52,163,1
test,208,132,69,224,0
test,69,125,88,208,1
test,118,75,101,220,1
test,127,161,19,116,1
test,95,132,73,185,1
test,202,78,101,164,0
test,77,50,173,223,1
test,129,113,151,203,0
test,100,64,138,227,1
test,57,186,65,72,1
test,207,228,15,94,0
test,202,93,96,194,0
test,74,29,158,137,1
test,155,215,35,176,0
test,169,148,88,206,0
test,69,0,255,144,1
test,96,164,39,99,1
test,242,182,32,193,0
test,178,159,61,193,0
test,203,207,30,148,0
test,90,162,49,123,1
test,119,87,83,207,1
test,70,130,92,183,1
